[opt] evaluating low-fidelity baseline candidate
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 425.4m/s ( 826.8kt) mach=1.25 eff_mach=1.375 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -50.3,32733.9]m
[sim] emission 119/180 (count= 66.1%, route= 29.1%) time=2026-02-09T18:09:50+00:00 elapsed=   9.83m eta=   5.08m | aircraft lat=+44.0405 lon= -90.3734 alt=17071.4m ( 56008.4ft) speed= 406.0m/s ( 789.3kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.08K RH=  1.2% p=  87.39hPa c=292.63m/s w_proj=+17.27m/s c_eff=309.90m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.83m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.7 cutoff=no terminal_alt=[ -151.0,32694.7]m
[sim] emission 120/180 (count= 66.7%, route= 29.3%) time=2026-02-09T18:09:55+00:00 elapsed=   9.92m eta=   5.00m | aircraft lat=+44.0336 lon= -90.3488 alt=17070.3m ( 56005.1ft) speed= 406.0m/s ( 789.2kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.08K RH=  1.2% p=  87.41hPa c=292.63m/s w_proj=+17.24m/s c_eff=309.86m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.92m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.4 cutoff=no terminal_alt=[   -6.3,32601.4]m
[sim] emission 121/180 (count= 67.2%, route= 29.6%) time=2026-02-09T18:10:00+00:00 elapsed=  10.00m eta=   4.92m | aircraft lat=+44.0269 lon= -90.3242 alt=17067.9m ( 55997.1ft) speed= 406.0m/s ( 789.2kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.08K RH=  1.2% p=  87.44hPa c=292.63m/s w_proj=+17.29m/s c_eff=309.92m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.00m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.9 cutoff=no terminal_alt=[  -19.8,32842.1]m
[sim] emission 122/180 (count= 67.8%, route= 29.8%) time=2026-02-09T18:10:05+00:00 elapsed=  10.08m eta=   4.83m | aircraft lat=+44.0204 lon= -90.2995 alt=17064.3m ( 55985.2ft) speed= 406.0m/s ( 789.2kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.08K RH=  1.2% p=  87.49hPa c=292.63m/s w_proj=+17.27m/s c_eff=309.90m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.08m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.0 cutoff=no terminal_alt=[  -20.8,32719.2]m
[sim] emission 123/180 (count= 68.3%, route= 30.1%) time=2026-02-09T18:10:10+00:00 elapsed=  10.17m eta=   4.75m | aircraft lat=+44.0141 lon= -90.2746 alt=17059.4m ( 55969.2ft) speed= 406.0m/s ( 789.2kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.12K RH=  1.2% p=  87.56hPa c=292.65m/s w_proj=+17.37m/s c_eff=310.02m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.17m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.7 cutoff=no terminal_alt=[ -159.7,32842.0]m
[sim] emission 124/180 (count= 68.9%, route= 30.3%) time=2026-02-09T18:10:15+00:00 elapsed=  10.25m eta=   4.67m | aircraft lat=+44.0079 lon= -90.2498 alt=17053.6m ( 55950.1ft) speed= 406.1m/s ( 789.3kt) mach=1.19 eff_mach=1.310 | mode=enroute | atmo T=213.12K RH=  1.2% p=  87.64hPa c=292.65m/s w_proj=+17.36m/s c_eff=310.02m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.25m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.0 cutoff=no terminal_alt=[ -153.9,32666.3]m
[sim] emission 125/180 (count= 69.4%, route= 30.6%) time=2026-02-09T18:10:20+00:00 elapsed=  10.33m eta=   4.58m | aircraft lat=+44.0018 lon= -90.2248 alt=17046.9m ( 55928.3ft) speed= 406.0m/s ( 789.3kt) mach=1.19 eff_mach=1.309 | mode=enroute | atmo T=213.18K RH=  1.2% p=  87.73hPa c=292.70m/s w_proj=+17.40m/s c_eff=310.10m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.33m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.4 cutoff=no terminal_alt=[ -158.4,32716.4]m
[sim] emission 126/180 (count= 70.0%, route= 30.8%) time=2026-02-09T18:10:25+00:00 elapsed=  10.42m eta=   4.50m | aircraft lat=+43.9958 lon= -90.1998 alt=17039.6m ( 55904.1ft) speed= 406.1m/s ( 789.4kt) mach=1.19 eff_mach=1.309 | mode=enroute | atmo T=213.19K RH=  1.2% p=  87.84hPa c=292.70m/s w_proj=+17.41m/s c_eff=310.11m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.42m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.6 cutoff=no terminal_alt=[ -163.8,32681.2]m
[sim] emission 127/180 (count= 70.6%, route= 31.1%) time=2026-02-09T18:10:30+00:00 elapsed=  10.50m eta=   4.42m | aircraft lat=+43.9899 lon= -90.1748 alt=17031.6m ( 55878.0ft) speed= 406.1m/s ( 789.3kt) mach=1.19 eff_mach=1.309 | mode=enroute | atmo T=213.22K RH=  1.2% p=  87.95hPa c=292.72m/s w_proj=+17.46m/s c_eff=310.19m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.50m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.6 cutoff=no terminal_alt=[  -24.7,32750.3]m
[sim] emission 128/180 (count= 71.1%, route= 31.3%) time=2026-02-09T18:10:35+00:00 elapsed=  10.58m eta=   4.33m | aircraft lat=+43.9841 lon= -90.1497 alt=17023.2m ( 55850.3ft) speed= 406.1m/s ( 789.4kt) mach=1.19 eff_mach=1.309 | mode=enroute | atmo T=213.22K RH=  1.2% p=  88.06hPa c=292.73m/s w_proj=+17.48m/s c_eff=310.20m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.58m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.6 cutoff=no terminal_alt=[  -15.6,32729.3]m
[sim] emission 129/180 (count= 71.7%, route= 31.6%) time=2026-02-09T18:10:40+00:00 elapsed=  10.67m eta=   4.25m | aircraft lat=+43.9784 lon= -90.1246 alt=17014.3m ( 55821.2ft) speed= 406.1m/s ( 789.4kt) mach=1.19 eff_mach=1.309 | mode=enroute | atmo T=213.26K RH=  1.2% p=  88.19hPa c=292.75m/s w_proj=+17.55m/s c_eff=310.30m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.67m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.2 cutoff=no terminal_alt=[  -31.6,32728.4]m
[sim] emission 130/180 (count= 72.2%, route= 31.8%) time=2026-02-09T18:10:45+00:00 elapsed=  10.75m eta=   4.17m | aircraft lat=+43.9727 lon= -90.0995 alt=17005.1m ( 55791.0ft) speed= 406.1m/s ( 789.5kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.30K RH=  1.2% p=  88.32hPa c=292.78m/s w_proj=+17.61m/s c_eff=310.39m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.75m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.8 cutoff=no terminal_alt=[  -35.2,32743.5]m
[sim] emission 131/180 (count= 72.8%, route= 32.0%) time=2026-02-09T18:10:50+00:00 elapsed=  10.83m eta=   4.08m | aircraft lat=+43.9671 lon= -90.0743 alt=16995.7m ( 55760.0ft) speed= 406.2m/s ( 789.5kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.30K RH=  1.2% p=  88.45hPa c=292.78m/s w_proj=+17.64m/s c_eff=310.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.83m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.8 cutoff=no terminal_alt=[  -32.5,32749.3]m
[sim] emission 132/180 (count= 73.3%, route= 32.3%) time=2026-02-09T18:10:55+00:00 elapsed=  10.92m eta=   4.00m | aircraft lat=+43.9616 lon= -90.0491 alt=16986.0m ( 55728.4ft) speed= 406.2m/s ( 789.5kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.37K RH=  1.1% p=  88.58hPa c=292.83m/s w_proj=+17.72m/s c_eff=310.54m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.92m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.0 cutoff=no terminal_alt=[  -41.2,32823.2]m
[sim] emission 133/180 (count= 73.9%, route= 32.5%) time=2026-02-09T18:11:00+00:00 elapsed=  11.00m eta=   3.92m | aircraft lat=+43.9560 lon= -90.0239 alt=16976.3m ( 55696.5ft) speed= 406.2m/s ( 789.6kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.38K RH=  1.1% p=  88.72hPa c=292.83m/s w_proj=+17.74m/s c_eff=310.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.00m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.9 cutoff=no terminal_alt=[  -43.4,32760.6]m
[sim] emission 134/180 (count= 74.4%, route= 32.8%) time=2026-02-09T18:11:05+00:00 elapsed=  11.08m eta=   3.83m | aircraft lat=+43.9506 lon= -89.9987 alt=16966.5m ( 55664.3ft) speed= 406.2m/s ( 789.6kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.45K RH=  1.1% p=  88.85hPa c=292.88m/s w_proj=+17.78m/s c_eff=310.67m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.08m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.9 cutoff=no terminal_alt=[  -38.5,32853.4]m
[sim] emission 135/180 (count= 75.0%, route= 33.0%) time=2026-02-09T18:11:10+00:00 elapsed=  11.17m eta=   3.75m | aircraft lat=+43.9451 lon= -89.9734 alt=16956.7m ( 55632.2ft) speed= 406.3m/s ( 789.7kt) mach=1.19 eff_mach=1.308 | mode=enroute | atmo T=213.45K RH=  1.1% p=  88.99hPa c=292.88m/s w_proj=+17.82m/s c_eff=310.70m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.17m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.4 cutoff=no terminal_alt=[  -47.0,32684.2]m
[sim] emission 136/180 (count= 75.6%, route= 33.3%) time=2026-02-09T18:11:15+00:00 elapsed=  11.25m eta=   3.67m | aircraft lat=+43.9398 lon= -89.9482 alt=16947.0m ( 55600.3ft) speed= 406.3m/s ( 789.7kt) mach=1.19 eff_mach=1.307 | mode=enroute | atmo T=213.50K RH=  1.1% p=  89.13hPa c=292.91m/s w_proj=+17.93m/s c_eff=310.84m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.25m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 110.0 cutoff=no terminal_alt=[  -52.2,32614.3]m
[sim] emission 137/180 (count= 76.1%, route= 33.5%) time=2026-02-09T18:11:20+00:00 elapsed=  11.33m eta=   3.58m | aircraft lat=+43.9344 lon= -89.9229 alt=16937.4m ( 55568.7ft) speed= 406.3m/s ( 789.8kt) mach=1.19 eff_mach=1.307 | mode=enroute | atmo T=213.50K RH=  1.1% p=  89.27hPa c=292.92m/s w_proj=+17.96m/s c_eff=310.88m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.33m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.8 cutoff=no terminal_alt=[  -51.3,32700.7]m
[sim] emission 138/180 (count= 76.7%, route= 33.8%) time=2026-02-09T18:11:25+00:00 elapsed=  11.42m eta=   3.50m | aircraft lat=+43.9290 lon= -89.8976 alt=16927.9m ( 55537.7ft) speed= 406.3m/s ( 789.8kt) mach=1.19 eff_mach=1.307 | mode=enroute | atmo T=213.52K RH=  1.1% p=  89.40hPa c=292.93m/s w_proj=+18.00m/s c_eff=310.93m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.42m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 110.6 cutoff=no terminal_alt=[  -48.8,32687.3]m
[sim] emission 139/180 (count= 77.2%, route= 34.0%) time=2026-02-09T18:11:30+00:00 elapsed=  11.50m eta=   3.42m | aircraft lat=+43.9237 lon= -89.8723 alt=16918.6m ( 55507.2ft) speed= 406.3m/s ( 789.9kt) mach=1.19 eff_mach=1.307 | mode=enroute | atmo T=213.52K RH=  1.1% p=  89.53hPa c=292.93m/s w_proj=+18.03m/s c_eff=310.96m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.50m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.8 cutoff=no terminal_alt=[  -33.5,32682.0]m
[sim] emission 140/180 (count= 77.8%, route= 34.3%) time=2026-02-09T18:11:35+00:00 elapsed=  11.58m eta=   3.33m | aircraft lat=+43.9184 lon= -89.8470 alt=16909.5m ( 55477.5ft) speed= 406.4m/s ( 789.9kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.57K RH=  1.1% p=  89.65hPa c=292.96m/s w_proj=+18.08m/s c_eff=311.04m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.58m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.8 cutoff=no terminal_alt=[  -48.5,32610.2]m
[sim] emission 141/180 (count= 78.3%, route= 34.5%) time=2026-02-09T18:11:40+00:00 elapsed=  11.67m eta=   3.25m | aircraft lat=+43.9131 lon= -89.8217 alt=16900.8m ( 55448.7ft) speed= 406.4m/s ( 789.9kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.57K RH=  1.1% p=  89.77hPa c=292.96m/s w_proj=+18.12m/s c_eff=311.08m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.67m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.1 cutoff=no terminal_alt=[  -59.0,32710.8]m
[sim] emission 142/180 (count= 78.9%, route= 34.8%) time=2026-02-09T18:11:45+00:00 elapsed=  11.75m eta=   3.17m | aircraft lat=+43.9078 lon= -89.7964 alt=16892.3m ( 55420.9ft) speed= 406.4m/s ( 790.0kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.61K RH=  1.1% p=  89.89hPa c=292.99m/s w_proj=+18.15m/s c_eff=311.14m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.75m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.6 cutoff=no terminal_alt=[  -55.7,32941.6]m
[sim] emission 143/180 (count= 79.4%, route= 35.0%) time=2026-02-09T18:11:50+00:00 elapsed=  11.83m eta=   3.08m | aircraft lat=+43.9025 lon= -89.7710 alt=16884.1m ( 55394.1ft) speed= 406.4m/s ( 790.0kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.67K RH=  1.1% p=  90.01hPa c=293.03m/s w_proj=+18.18m/s c_eff=311.22m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.83m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.0 cutoff=no terminal_alt=[  -68.3,32845.6]m
[sim] emission 144/180 (count= 80.0%, route= 35.3%) time=2026-02-09T18:11:55+00:00 elapsed=  11.92m eta=   3.00m | aircraft lat=+43.8973 lon= -89.7457 alt=16876.3m ( 55368.6ft) speed= 406.4m/s ( 790.0kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.68K RH=  1.1% p=  90.12hPa c=293.04m/s w_proj=+18.21m/s c_eff=311.25m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.92m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.1 cutoff=no terminal_alt=[ -140.2,32793.3]m
[sim] emission 145/180 (count= 80.6%, route= 35.5%) time=2026-02-09T18:12:00+00:00 elapsed=  12.00m eta=   2.92m | aircraft lat=+43.8920 lon= -89.7204 alt=16868.9m ( 55344.2ft) speed= 406.4m/s ( 790.1kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.68K RH=  1.1% p=  90.22hPa c=293.04m/s w_proj=+18.27m/s c_eff=311.31m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.00m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.1 cutoff=no terminal_alt=[  -53.7,32629.3]m
[sim] emission 146/180 (count= 81.1%, route= 35.8%) time=2026-02-09T18:12:05+00:00 elapsed=  12.08m eta=   2.83m | aircraft lat=+43.8868 lon= -89.6950 alt=16861.9m ( 55321.3ft) speed= 406.5m/s ( 790.1kt) mach=1.19 eff_mach=1.306 | mode=enroute | atmo T=213.69K RH=  1.1% p=  90.31hPa c=293.04m/s w_proj=+18.30m/s c_eff=311.35m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.08m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.4 cutoff=no terminal_alt=[  -65.6,32804.5]m
[sim] emission 147/180 (count= 81.7%, route= 36.0%) time=2026-02-09T18:12:10+00:00 elapsed=  12.17m eta=   2.75m | aircraft lat=+43.8815 lon= -89.6697 alt=16855.4m ( 55299.7ft) speed= 406.5m/s ( 790.1kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.71K RH=  1.1% p=  90.40hPa c=293.06m/s w_proj=+18.32m/s c_eff=311.38m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.17m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.6 cutoff=no terminal_alt=[  -50.1,32789.3]m
[sim] emission 148/180 (count= 82.2%, route= 36.3%) time=2026-02-09T18:12:15+00:00 elapsed=  12.25m eta=   2.67m | aircraft lat=+43.8763 lon= -89.6443 alt=16849.2m ( 55279.6ft) speed= 406.5m/s ( 790.1kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.71K RH=  1.1% p=  90.49hPa c=293.06m/s w_proj=+18.35m/s c_eff=311.41m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.25m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.1 cutoff=no terminal_alt=[  -66.8,32764.7]m
[sim] emission 149/180 (count= 82.8%, route= 36.5%) time=2026-02-09T18:12:20+00:00 elapsed=  12.33m eta=   2.58m | aircraft lat=+43.8711 lon= -89.6190 alt=16843.6m ( 55261.1ft) speed= 406.5m/s ( 790.2kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.76K RH=  1.1% p=  90.56hPa c=293.09m/s w_proj=+18.40m/s c_eff=311.49m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.33m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 105.3 cutoff=no terminal_alt=[  -66.1,32936.1]m
[sim] emission 150/180 (count= 83.3%, route= 36.7%) time=2026-02-09T18:12:25+00:00 elapsed=  12.42m eta=   2.50m | aircraft lat=+43.8658 lon= -89.5936 alt=16838.4m ( 55244.2ft) speed= 406.5m/s ( 790.2kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.74K RH=  1.1% p=  90.63hPa c=293.08m/s w_proj=+18.49m/s c_eff=311.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.42m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.4 cutoff=no terminal_alt=[  -65.2,32680.0]m
[sim] emission 151/180 (count= 83.9%, route= 37.0%) time=2026-02-09T18:12:30+00:00 elapsed=  12.50m eta=   2.42m | aircraft lat=+43.8606 lon= -89.5683 alt=16833.8m ( 55228.9ft) speed= 406.6m/s ( 790.3kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.74K RH=  1.1% p=  90.70hPa c=293.08m/s w_proj=+18.51m/s c_eff=311.59m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.50m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.4 cutoff=no terminal_alt=[  -55.8,32651.7]m
[sim] emission 152/180 (count= 84.4%, route= 37.2%) time=2026-02-09T18:12:35+00:00 elapsed=  12.58m eta=   2.33m | aircraft lat=+43.8553 lon= -89.5429 alt=16829.6m ( 55215.3ft) speed= 406.6m/s ( 790.3kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.79K RH=  1.1% p=  90.75hPa c=293.11m/s w_proj=+18.52m/s c_eff=311.63m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.58m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.8 cutoff=no terminal_alt=[  -61.9,32829.2]m
[sim] emission 153/180 (count= 85.0%, route= 37.5%) time=2026-02-09T18:12:40+00:00 elapsed=  12.67m eta=   2.25m | aircraft lat=+43.8501 lon= -89.5176 alt=16826.0m ( 55203.5ft) speed= 406.6m/s ( 790.3kt) mach=1.19 eff_mach=1.305 | mode=enroute | atmo T=213.79K RH=  1.1% p=  90.80hPa c=293.11m/s w_proj=+18.54m/s c_eff=311.65m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.67m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.9 cutoff=no terminal_alt=[  -62.7,32658.5]m
[sim] emission 154/180 (count= 85.6%, route= 37.7%) time=2026-02-09T18:12:45+00:00 elapsed=  12.75m eta=   2.17m | aircraft lat=+43.8449 lon= -89.4922 alt=16822.9m ( 55193.3ft) speed= 406.6m/s ( 790.3kt) mach=1.19 eff_mach=1.304 | mode=enroute | atmo T=213.83K RH=  1.1% p=  90.84hPa c=293.14m/s w_proj=+18.59m/s c_eff=311.73m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.75m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.3 cutoff=no terminal_alt=[ -159.2,32708.4]m
[sim] emission 155/180 (count= 86.1%, route= 38.0%) time=2026-02-09T18:12:50+00:00 elapsed=  12.83m eta=   2.08m | aircraft lat=+43.8395 lon= -89.4669 alt=16819.6m ( 55182.4ft) speed= 406.6m/s ( 790.4kt) mach=1.19 eff_mach=1.304 | mode=enroute | atmo T=213.84K RH=  1.1% p=  90.88hPa c=293.15m/s w_proj=+18.65m/s c_eff=311.80m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.83m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.0 cutoff=no terminal_alt=[  -50.1,32767.1]m
[sim] emission 156/180 (count= 86.7%, route= 38.2%) time=2026-02-09T18:12:55+00:00 elapsed=  12.92m eta=   2.00m | aircraft lat=+43.8340 lon= -89.4417 alt=16815.9m ( 55170.3ft) speed= 406.6m/s ( 790.4kt) mach=1.19 eff_mach=1.304 | mode=enroute | atmo T=213.86K RH=  1.1% p=  90.93hPa c=293.16m/s w_proj=+18.73m/s c_eff=311.90m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+12.92m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.4 cutoff=no terminal_alt=[  -51.9,32845.1]m
[sim] emission 157/180 (count= 87.2%, route= 38.5%) time=2026-02-09T18:13:00+00:00 elapsed=  13.00m eta=   1.92m | aircraft lat=+43.8283 lon= -89.4165 alt=16811.9m ( 55157.2ft) speed= 406.7m/s ( 790.5kt) mach=1.20 eff_mach=1.303 | mode=enroute | atmo T=213.91K RH=  1.1% p=  90.98hPa c=293.19m/s w_proj=+18.84m/s c_eff=312.04m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.00m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.1 cutoff=no terminal_alt=[  -72.0,32905.9]m
[sim] emission 158/180 (count= 87.8%, route= 38.7%) time=2026-02-09T18:13:05+00:00 elapsed=  13.08m eta=   1.83m | aircraft lat=+43.8225 lon= -89.3913 alt=16807.7m ( 55143.5ft) speed= 406.7m/s ( 790.6kt) mach=1.20 eff_mach=1.303 | mode=enroute | atmo T=213.91K RH=  1.1% p=  91.04hPa c=293.20m/s w_proj=+18.89m/s c_eff=312.09m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.08m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 106.8 cutoff=no terminal_alt=[  -68.2,32869.4]m
[sim] emission 159/180 (count= 88.3%, route= 39.0%) time=2026-02-09T18:13:10+00:00 elapsed=  13.17m eta=   1.75m | aircraft lat=+43.8166 lon= -89.3662 alt=16803.4m ( 55129.2ft) speed= 406.7m/s ( 790.6kt) mach=1.20 eff_mach=1.303 | mode=enroute | atmo T=213.98K RH=  1.1% p=  91.10hPa c=293.24m/s w_proj=+18.92m/s c_eff=312.17m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.17m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.2 cutoff=no terminal_alt=[  -35.5,33004.3]m
[sim] emission 160/180 (count= 88.9%, route= 39.2%) time=2026-02-09T18:13:15+00:00 elapsed=  13.25m eta=   1.67m | aircraft lat=+43.8107 lon= -89.3412 alt=16799.0m ( 55114.7ft) speed= 406.7m/s ( 790.6kt) mach=1.20 eff_mach=1.303 | mode=enroute | atmo T=213.98K RH=  1.1% p=  91.16hPa c=293.25m/s w_proj=+18.97m/s c_eff=312.21m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.25m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 108.3 cutoff=no terminal_alt=[  -48.7,33011.9]m
[sim] emission 161/180 (count= 89.4%, route= 39.5%) time=2026-02-09T18:13:20+00:00 elapsed=  13.33m eta=   1.58m | aircraft lat=+43.8046 lon= -89.3161 alt=16794.5m ( 55100.1ft) speed= 406.8m/s ( 790.7kt) mach=1.20 eff_mach=1.303 | mode=enroute | atmo T=213.99K RH=  1.1% p=  91.22hPa c=293.25m/s w_proj=+19.04m/s c_eff=312.29m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.33m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 109.0 cutoff=no terminal_alt=[  -64.0,32890.4]m
[sim] emission 162/180 (count= 90.0%, route= 39.7%) time=2026-02-09T18:13:25+00:00 elapsed=  13.42m eta=   1.50m | aircraft lat=+43.7984 lon= -89.2912 alt=16790.1m ( 55085.6ft) speed= 406.8m/s ( 790.7kt) mach=1.20 eff_mach=1.302 | mode=enroute | atmo T=213.99K RH=  1.1% p=  91.28hPa c=293.25m/s w_proj=+19.07m/s c_eff=312.32m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.42m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 107.1 cutoff=no terminal_alt=[  -52.5,32928.3]m
[sim] emission 163/180 (count= 90.6%, route= 40.0%) time=2026-02-09T18:13:30+00:00 elapsed=  13.50m eta=   1.42m | aircraft lat=+43.7922 lon= -89.2662 alt=16785.8m ( 55071.4ft) speed= 406.8m/s ( 790.7kt) mach=1.20 eff_mach=1.302 | mode=enroute | atmo T=214.06K RH=  1.1% p=  91.34hPa c=293.30m/s w_proj=+19.13m/s c_eff=312.43m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+13.50m | rays=9 ground_hits=2 ( 22.2%) avg_pts= 110.7 cutoff=no terminal_alt=[  -64.6,33159.9]m
